community_id,top_10_mesh_terms
n2-2909,"Fibroblasts / metabolism;Rats;Animals;Insulin / metabolism*;Humans;Receptor, IGF Type 1 / metabolism;CHO Cells;Cricetinae;Adipocytes / cytology;Insulin / analogs & derivatives*"
n2-2910,"Humans;Health Resources / supply & distribution*;Health Care Rationing / economics;Health Resources / economics;Emergency Service, Hospital / organization & administration;Emergency Service, Hospital / economics*;Uncertainty;Emergency Medicine / organization & administration*;Emergency Medicine / economics;Policy*"
n2-2911,Histone Acetyltransferases / genetics;Humans;Gene Expression Regulation;DNA Damage / genetics*;BRCA1 Protein / metabolism;DNA* / genetics;HEK293 Cells;G2 Phase Cell Cycle Checkpoints / genetics;Mutation;Homologous Recombination
n2-2912,"Animals;Drosophila Proteins / genetics*;Metamorphosis, Biological / genetics*;Dendrites / genetics;Dendrites / physiology;Sensory Receptor Cells / metabolism;Repressor Proteins / genetics*;Drosophila melanogaster / genetics;Larva / genetics;MicroRNAs / genetics*"
n2-2913,"Animals;Plaque, Atherosclerotic / pathology;Ultrasonography;Microvessels / pathology;Microvessels / diagnostic imaging*;Diet, High-Fat / adverse effects;Disease Models, Animal;Male;Aorta / pathology;Rabbits"
n2-2914,Actin-Related Protein 2-3 Complex / metabolism;Actin-Related Protein 2-3 Complex / genetics;Microfilament Proteins / metabolism;Morphogenesis*;Microtubules / metabolism;Plant Proteins / genetics*;Plant Proteins / metabolism;Actin Cytoskeleton / genetics;Solanum lycopersicum / genetics;Microtubules / genetics
n2-2915,"DNA Shuffling*;Sequence Analysis, DNA;Polymorphism, Single Nucleotide*;Brassica rapa / genetics*;Alleles*;Polymerase Chain Reaction*"
n2-2916,"Humans;Tumor Cells, Cultured;Serine Proteases / metabolism;Serine Endopeptidases / metabolism;Cell Proliferation* / drug effects;Estradiol / pharmacology;Gene Expression Profiling;Serine Proteases / genetics*;Cluster Analysis;Serine Endopeptidases / genetics*"
n2-2917,"Signal Transduction / physiology;Cells, Cultured;Signal Transduction / genetics;Humans;Epithelial Cells / cytology*;Cell Differentiation / genetics;Respiratory System / cytology*;Cell Differentiation / physiology;Epithelial Cells / metabolism*;Gene Expression Profiling / methods*"
n2-2918,"Lymphocyte Activation / immunology;Peptides / immunology;T-Lymphocytes, Regulatory / cytology;T-Lymphocytes, Regulatory / immunology;Protein Engineering*;T-Lymphocyte Subsets / immunology*;Animals;Humans;Cell Proliferation;Cytotoxicity, Immunologic"
n2-2919,Endoscopy / methods*;Air*;Lenses*;Equipment Contamination / prevention & control*;Water*
n2-2920,"Proportional Hazards Models;HIV Infections / drug therapy;Pregnancy Complications, Infectious / epidemiology*;Anti-HIV Agents / adverse effects;HIV Infections / epidemiology*;Antiretroviral Therapy, Highly Active / adverse effects;Humans;Anti-HIV Agents / therapeutic use;Pregnancy;Pregnancy Complications, Infectious / drug therapy"
n2-2921,"Interleukins / metabolism;Epithelial Cells / metabolism;Humans;Inflammation / pathology*;Celiac Disease / microbiology;Killer Cells, Natural / immunology*;Natural Cytotoxicity Triggering Receptor 3 / metabolism;Natural Cytotoxicity Triggering Receptor 2 / metabolism*;Cell Count;Granzymes / metabolism"
n2-2922,"Wings, Animal / physiology*;Forelimb / blood supply;Range of Motion, Articular;Veins / ultrastructure;Biomechanical Phenomena;Microscopy, Electron, Scanning;Flight, Animal / physiology;Veins / metabolism;Wings, Animal / blood supply;Animals"
n2-2923,"Animals;Gene Expression Regulation, Developmental;Chick Embryo;Ciona intestinalis / growth & development;Sequence Analysis, DNA;Embryonic Development / genetics*;Protein Interaction Maps;beta Catenin / genetics*;GATA Transcription Factors / biosynthesis;Blastomeres / metabolism"
n2-2924,"Humans;Killer Cells, Natural / drug effects;T-Lymphocytes / drug effects;Phagocytes / immunology;Immune System / drug effects*;Killer Cells, Natural / immunology;Phagocytes / drug effects;Chemokines / biosynthesis;Transcriptome / drug effects;Immune System / cytology"
n2-2925,Gastrointestinal Microbiome*;Middle Aged;Tibet;Biodiversity;Altitude*;Asian People / ethnology;Ethnicity*;Diet;Feces / microbiology;Humans
n2-2926,Liver / metabolism;Iron Overload* / pathology;Middle Aged;Hepcidins;Humans;Antimicrobial Cationic Peptides / blood;Liver / pathology;Antimicrobial Cationic Peptides / metabolism*;Gene Expression Regulation;beta-Thalassemia* / blood
n2-2927,"Axons / metabolism;Dyneins / metabolism;Ganglia, Spinal / cytology;RNA, Small Interfering / metabolism;Tubulin / chemistry;Carrier Proteins / genetics;Chick Embryo;Carrier Proteins / metabolism*;Signal Transduction;Neurons / cytology"
n2-2928,Gene Expression Regulation / immunology;Zebrafish Proteins / immunology*;Fish Diseases* / immunology;Fluoroquinolones / adverse effects*;Goblet Cells / immunology;Animals;Fluoroquinolones / pharmacology;Gene Expression Regulation / drug effects*;Fish Diseases* / pathology;Goblet Cells / pathology
n2-2929,Aedes / metabolism*;Animals;Cell Line;Latin America / epidemiology;Humans;Male;Zika Virus / metabolism*;Zika Virus Infection / metabolism*;Lipid Metabolism*;Aedes / virology*
n2-2930,Spleen / immunology;Male;Humans;Liver / immunology;Liver / pathology;Oryza* / genetics;Kidney / immunology;Recombinant Proteins / administration & dosage;Powders;Carrier Proteins / metabolism
n2-2931,"Carcinoma, Non-Small-Cell Lung / genetics*;Prognosis;Lung Neoplasms / mortality;Carcinoma, Non-Small-Cell Lung / mortality;Genes, p16*;DNA Methylation;Epigenesis, Genetic*;Gene Silencing*;Humans;Lung Neoplasms / pathology"
n2-2932,"Animals;Chick Embryo;Molecular Sequence Data;Fibroblasts / virology;Mice;Female;Mice, Inbred C57BL;Inflammation* / microbiology;Myeloid Differentiation Factor 88 / genetics*;Enterobacteriaceae Infections* / genetics"
n2-2933,"Myocytes, Cardiac / drug effects;Male;AMP-Activated Protein Kinase Kinases;Antioxidants / pharmacology*;Metformin / pharmacology*;Superoxide Dismutase / genetics;Rats;Metformin / therapeutic use;Antioxidants / therapeutic use;Catalase / metabolism*"
n2-2934,"Animals;Complement C5a / physiology*;MAP Kinase Signaling System*;Glomerular Mesangium / metabolism*;Phosphorylation;Receptor, Anaphylatoxin C5a / metabolism;Tumor Necrosis Factor-alpha / biosynthesis*;Interleukin-6 / biosynthesis*;Rats;Receptor, Anaphylatoxin C5a / genetics"
n2-2935,"Gene Expression Profiling*;Humans;Multiple Myeloma / mortality;Reproducibility of Results;Trisomy;Multiple Myeloma / diagnosis;In Situ Hybridization, Fluorescence;Polyploidy*;Gene Dosage;Multiple Myeloma / genetics*"
n2-2936,"ADAM10 Protein / genetics;Brain / cytology;Down-Regulation / drug effects;Aspartic Acid Endopeptidases / genetics;Humans;Brain / drug effects*;Amyloid Precursor Protein Secretases / genetics;Aspartic Acid Endopeptidases / metabolism;Protein Processing, Post-Translational / drug effects;Cystatin C / pharmacology*"
n2-2937,Fermentation*;Musa / microbiology;Anti-Bacterial Agents / biosynthesis*;Streptomyces / growth & development*;Rhizosphere*;Soil Microbiology;Biotechnology / methods*;Streptomyces / metabolism*
n2-2938,"Middle Aged;Adult;Female;Time Factors;Male;Acoustics / instrumentation*;Humans;Aged, 80 and over;Nebulizers and Vaporizers / statistics & numerical data*;Patient Compliance*"
n2-2939,"Cardiovascular Diseases / drug therapy;Male;Humans;Drug Utilization;Hydroxymethylglutaryl-CoA Reductase Inhibitors / therapeutic use;Diabetes Mellitus, Type 2 / epidemiology*;Aged, 80 and over;Diabetes Mellitus, Type 2 / drug therapy;Cardiovascular Diseases / epidemiology*;Hydroxymethylglutaryl-CoA Reductase Inhibitors / administration & dosage*"
n2-2940,"Female;ABO Blood-Group System;Animals;Transplantation, Homologous*;Treatment Outcome;Uterus / surgery*;Macaca mulatta;Organ Transplantation* / methods;Graft Survival*;Nuclear Proteins / genetics*"
n2-2941,"Humans;Male;Female;Animals;Lipid Metabolism / immunology*;Gram-Positive Bacterial Infections / microbiology;Signal Transduction / genetics;Immunity, Innate*;Antimicrobial Cationic Peptides / metabolism*;Lipid Metabolism / genetics"
n2-2942,"Quality of Life*;Hand / physiopathology*;Male;Recovery of Function*;Geriatric Assessment / methods*;Humans;Aged, 80 and over;Hand Strength / physiology*;Treatment Outcome;Aged"
n2-2943,Plant Growth Regulators / metabolism;Cytokinins / metabolism;Carbohydrates / chemistry*;Polyethylene Glycols / chemistry*;Plant Leaves / metabolism;Abscisic Acid / metabolism;Gibberellins / metabolism;Seeds / drug effects;Fruit / drug effects*;Macadamia / metabolism
n2-2944,"Muscular Dystrophy, Duchenne / metabolism;Genetic Therapy / methods*;Clustered Regularly Interspaced Short Palindromic Repeats / genetics;Dystrophin / metabolism;INDEL Mutation / genetics;Humans;Reading Frames / genetics*;Oligonucleotides, Antisense / metabolism;RNA, Messenger / genetics;Muscular Dystrophy, Duchenne / genetics*"
n2-2945,"Mice;Animals;Mice, Transgenic;Oligodendroglia / physiology*;Nerve Net*;Humans;ARNTL Transcription Factors / chemistry;Circadian Rhythm*;Signal Transduction;Serine / metabolism"
n2-2946,Pyruvic Acid / chemistry;Glucose / chemistry;Carbon / chemistry;Lactates / chemistry;Energy Metabolism;Polysaccharides / chemistry;Cytoplasm / metabolism;Pyruvate Carboxylase / metabolism*;Glycosylation;Glutamine / metabolism
n2-2947,Middle Aged;Retinal Vessels / abnormalities*;Male;Retinal Vessels / metabolism;Humans;Placenta Growth Factor;Diabetic Retinopathy / metabolism;Microvessels / abnormalities*;Fluorescein Angiography;Rats
n2-2948,"Middle Aged;Male;Humans;Risk Factors;Aged;Female;Neoplasms / mortality*;Survival Analysis;Neoplasms / blood;Statistics, Nonparametric"
n2-2949,"Female;Rats, Wistar;Receptor, Cannabinoid, CB2 / metabolism*;Receptor, Cannabinoid, CB2 / genetics;Cochlea / metabolism*;Animals;Ear, Inner / drug effects;Ear, Inner / metabolism*;Cisplatin / pharmacology*;Fluorescent Antibody Technique"
n2-2950,Polyesters / chemistry;Virus Inactivation / drug effects;Capsid / chemistry;Antiviral Agents / pharmacology*;Polyurethanes / chemistry;Animals;Photosensitizing Agents / pharmacology*;Singlet Oxygen / metabolism*;Nanofibers / ultrastructure;Anthracenes / chemistry
n2-2951,"Acetates / metabolism;Ammonia / metabolism;Fermentation*;Fatty Acids / metabolism*;Rumen / physiology*;Animals;Goats / physiology*;Fatty Acids, Volatile / metabolism;Animal Feed / analysis;Hydrogen / metabolism"
n2-2952,"Cell Adhesion;Receptor, ErbB-2 / metabolism;Cell Proliferation;Humans;Tumor Cells, Cultured;Colony-Forming Units Assay;Promoter Regions, Genetic;Neoplasm Invasiveness;Phosphoproteins / metabolism*;Reverse Transcriptase Polymerase Chain Reaction"
n2-2953,"Cytopathogenic Effect, Viral;Influenza A Virus, H1N1 Subtype / metabolism*;Gene Expression Regulation*;Humans;Influenza, Human / metabolism*;A549 Cells;Influenza A Virus, H7N9 Subtype / metabolism*;Proteome / biosynthesis*"
n2-2954,Attitude to Health;Psychological Tests;Male;Humans;Disabled Persons / psychology*;Empathy;Employment / psychology;Interpersonal Relations*;Young Adult;Female
n2-2955,"Mice, Knockout;Substantia Nigra / metabolism;Enzyme Activation;Animals;Corpus Striatum / metabolism;Neurons / enzymology*;Hypoglycemic Agents / pharmacology*;Substantia Nigra / drug effects*;Metformin / pharmacology*;Dopamine / metabolism*"
n2-2956,"Cucurbitaceae / genetics*;Chromosomes, Plant / genetics*;High-Throughput Nucleotide Sequencing;Sequence Analysis, RNA;Gene Expression Regulation, Plant;Cucurbitaceae / growth & development*;Nucleic Acid Amplification Techniques;MicroRNAs / genetics*;Conserved Sequence;RNA, Plant / genetics*"
n2-2957,"Cell Adhesion;Actin Cytoskeleton / ultrastructure;Actins / ultrastructure;Actins / analysis;Cells, Cultured;Animals;Cell Nucleus Shape*;Actins / metabolism;Mesenchymal Stem Cells / metabolism;Mesenchymal Stem Cells / cytology*"
n2-2958,"Interleukin-1beta / genetics;Mannose-Binding Lectin / genetics;Disease / genetics*;Cytochrome P-450 CYP2A6;Nitric Oxide Synthase Type II / genetics;Humans;Promoter Regions, Genetic / genetics*;Superoxide Dismutase-1;Globins / genetics;TATA Box / genetics*"
n2-2959,"Humans;Cell Line;Cell Line, Tumor;Green Fluorescent Proteins / metabolism;Dimethylpolysiloxanes / chemistry;Single-Cell Analysis / methods*;Transfection;Cell Movement / physiology*;Single-Cell Analysis / instrumentation;Microscopy, Fluorescence"
n2-2960,"Animals;Male;Mice;Neoplasms, Experimental / pathology*;Incidence;PTEN Phosphohydrolase / physiology*;Recombination, Genetic / drug effects;Chromones / pharmacology;Disease-Free Survival;Mice, Inbred Strains"
n2-2961,"Triticum / growth & development;Gene Expression Regulation, Plant*;Plant Proteins / genetics*;Dehydration;Haplotypes*;Genetic Variation*;Triticum / genetics*;Base Sequence;Transcription Factors / metabolism;Transcription Factors / genetics*"
n2-2962,"Epistasis, Genetic;Adaptation, Biological / genetics;Mutagenesis;Phylogeny;Humans;Evolution, Molecular*;Color Vision / genetics*"
n2-2963,"Rats, Sprague-Dawley;Fish Proteins, Dietary / pharmacology*;Muscular Atrophy / drug therapy*;Animals;Extremities / physiopathology;Immobilization / physiology*;Male;Casts, Surgical;Muscle, Skeletal / drug effects*;Insulin-Like Growth Factor I / metabolism"
n2-2964,Nitrogen / pharmacology*;Plant Roots / anatomy & histology*;Plant Roots / physiology*;Seeds / physiology*;Water / chemistry*;Seeds / drug effects;Seasons;Oryza / drug effects;Soil / chemistry*;Plant Roots / drug effects
n2-2965,"Complement C5 / isolation & purification;Histocompatibility Antigens Class I / immunology;Humans;Immune System Diseases / drug therapy;Protein Engineering / methods*;Antibodies, Monoclonal / immunology;Mice;Mice, Transgenic;Drug Discovery / methods;Mutagenesis"
n2-2966,"Male;Genetic Vectors / genetics;Cytochrome P-450 Enzyme System / genetics;Cell Proliferation / drug effects;Rats;Kidney Tubules, Collecting / metabolism*;Gene Expression;Epithelial Sodium Channels / genetics;Epithelial Sodium Channels / metabolism*;Kidney Tubules, Collecting / cytology*"
n2-2967,"Animals;Rats;Male;Disease Models, Animal;Rats, Wistar;Oxidative Stress / drug effects;Apoptosis / drug effects;Inflammation Mediators / metabolism;Humans;Biomarkers / metabolism"
n2-2968,"Sulfites / pharmacology*;Plant Roots / chemistry;Scutellaria baicalensis / drug effects;Flavonoids / analysis;Scutellaria baicalensis / chemistry*;Drugs, Chinese Herbal / analysis;Secondary Metabolism / drug effects*;Stress, Physiological;Metabolomics"
n2-2969,"Protein Structure, Tertiary;Cell Survival / physiology;Ubiquitins / metabolism*;Schizosaccharomyces / metabolism*;Schizosaccharomyces pombe Proteins / metabolism*;Ubiquitins / chemistry;Schizosaccharomyces / cytology;Schizosaccharomyces pombe Proteins / chemistry"
n2-2970,"Disease Progression;Middle Aged;Colorectal Neoplasms / pathology;Humans;Male;Female;Methylation;Gene Expression Regulation, Neoplastic*;Survival Analysis;Gene Expression Profiling"
n2-2971,Polymers / chemical synthesis*;Adsorption;Molecular Imprinting;Polymerization;Reproducibility of Results;Alkynes / chemical synthesis*;Electrochemical Techniques;Limit of Detection;Chemical Precipitation;Anti-Bacterial Agents / analysis*
n2-2972,"Antineoplastic Agents / pharmacology;Drug Resistance, Multiple / drug effects;Humans;Multidrug Resistance-Associated Proteins / metabolism*;Mutation / genetics;Small Cell Lung Carcinoma / metabolism*;NF-E2-Related Factor 2 / metabolism*;Signal Transduction* / drug effects;Software;Cell Line, Tumor"
n2-2973,"Immunologic Memory*;Female;Interferon-gamma / genetics;Animals;Antigens, Ly / immunology*;Interferon-gamma / immunology;Leishmania major / genetics;Leishmaniasis, Cutaneous / immunology*;Mice;Leishmaniasis, Cutaneous / genetics"
n2-2974,Male;Humans;Female;Mice;Animals;Aorta / metabolism;GTP Phosphohydrolases / genetics;Echocardiography;Mitochondria / pathology;Mitochondrial Dynamics / drug effects
n2-2975,"Pyridines / pharmacology*;Hepatitis B / drug therapy*;Liver / metabolism;DNA, Viral / metabolism;Hepatitis B virus / metabolism*;Antiviral Agents / pharmacology*;Hepatocytes / cytology;Animals;Albumins / metabolism*;Liver / virology"
n2-2976,"Mice, Inbred C57BL;Animals;Olfactory Bulb / physiology;Smell / physiology*;Memory / physiology;Instinct*;Decision Making / physiology;Discrimination, Psychological / physiology;Odorants;Behavior, Animal / physiology*"
n2-2977,Electrodes;Humans;Gastrointestinal Tract / physiology;Wireless Technology;Equipment Design;Helicobacter Infections / therapy*;Light*;Helicobacter pylori / radiation effects*;Hydrogen-Ion Concentration;Phototherapy / methods*
n2-2978,"China;Rain;Geography;Ecosystem;Models, Theoretical;Agriculture;Temperature;Spatio-Temporal Analysis;Carbon / chemistry*;Soil / chemistry*"
n2-2979,"Infant;Hand, Foot and Mouth Disease / epidemiology*;Male;Phylogeny;Humans;Seroepidemiologic Studies;Enterovirus A, Human / classification;Enterovirus A, Human / immunology;Enterovirus A, Human / genetics*;Molecular Epidemiology"
n2-2980,"Bone Marrow Cells / cytology;Animals;Humans;Biomarkers / metabolism*;Mesenchymal Stem Cells / metabolism*;Rabbits;Species Specificity;RNA, Messenger / genetics;Adipose Tissue / cytology;RNA, Messenger / metabolism"
